campaign_id,location,device,CTR,CPC,CPM,ConversionRate,ROI
CAMP_1091,Canada,Tablet,0.0952,1.0864,103.4160,0.1058,0.9737
CAMP_1029,USA,Mobile,0.1029,1.0235,105.3410,0.1000,0.9070
CAMP_1092,UK,Mobile,0.1031,0.9710,100.1120,0.0958,1.0957
CAMP_1045,Canada,Mobile,0.0949,1.0159,96.4330,0.0954,1.0167
CAMP_1045,Germany,Mobile,0.0930,1.0706,99.5170,0.1011,0.9405
CAMP_1052,USA,Mobile,0.0962,0.9473,91.1190,0.0950,1.1732
CAMP_1094,USA,Mobile,0.0952,1.0391,98.9730,0.1028,1.1066
CAMP_1098,India,Mobile,0.0899,1.0832,97.3630,0.1092,0.9960
CAMP_1096,UK,Mobile,0.1022,1.0169,103.9510,0.0943,0.9223
CAMP_1062,India,Desktop,0.0892,1.0117,90.2020,0.1029,1.0912
CAMP_1084,USA,Desktop,0.0958,1.0276,98.4680,0.1016,1.0925
CAMP_1031,Australia,Desktop,0.0991,1.0209,101.1640,0.0992,0.9715
CAMP_1032,USA,Mobile,0.0941,1.0964,103.2200,0.1048,0.8824
CAMP_1066,USA,Mobile,0.1015,1.0321,104.7700,0.0973,0.9736
CAMP_1024,India,Mobile,0.1002,1.0387,104.0780,0.1007,1.0139
CAMP_1094,USA,Tablet,0.0994,1.0507,104.4850,0.0930,0.9673
CAMP_1053,Germany,Desktop,0.1000,1.0725,107.2970,0.0966,0.9436
CAMP_1057,Germany,Desktop,0.1022,1.0277,105.0390,0.0982,1.0569
CAMP_1045,Germany,Tablet,0.0950,1.0835,102.9380,0.1083,1.0252
CAMP_1031,Germany,Desktop,0.0989,1.0268,101.5710,0.1022,1.0866
CAMP_1046,Germany,Desktop,0.0970,1.0967,106.3410,0.1022,0.9777
CAMP_1085,Australia,Desktop,0.0918,1.1001,101.0180,0.1081,1.0279
CAMP_1065,India,Desktop,0.1001,0.9717,97.2800,0.1029,1.0601
CAMP_1026,Canada,Tablet,0.0926,1.0801,99.9810,0.1061,0.9090
CAMP_1001,Germany,Tablet,0.0956,1.0057,96.1510,0.0975,1.0677
CAMP_1016,Canada,Mobile,0.1027,0.9366,96.1640,0.0998,1.0950
CAMP_1042,India,Tablet,0.1046,0.9785,102.3320,0.0978,1.0895
CAMP_1047,Australia,Mobile,0.0995,1.0135,100.8250,0.1026,1.1521
CAMP_1092,Australia,Tablet,0.0907,1.1392,103.2900,0.1017,0.8516
CAMP_1025,UK,Tablet,0.0941,1.0672,100.4370,0.1060,0.9403
CAMP_1098,UK,Desktop,0.0945,1.0623,100.4160,0.1002,0.9691
CAMP_1049,USA,Tablet,0.0895,1.0908,97.6530,0.0991,1.0048
CAMP_1024,India,Desktop,0.1022,1.0099,103.2360,0.0975,0.9665
CAMP_1023,Canada,Desktop,0.0918,1.0362,95.1700,0.0943,0.9861
CAMP_1012,Canada,Tablet,0.0994,1.0503,104.4310,0.1012,0.8550
CAMP_1059,USA,Desktop,0.0919,1.0941,100.5860,0.1046,0.9235
CAMP_1056,Canada,Tablet,0.0872,1.1056,96.4070,0.1037,0.9864
CAMP_1035,Australia,Mobile,0.0893,0.9995,89.2880,0.1020,1.1304
CAMP_1044,Canada,Desktop,0.0946,1.0737,101.5290,0.1021,0.9565
CAMP_1064,India,Tablet,0.0941,1.0146,95.5120,0.1020,1.1504
CAMP_1007,Australia,Mobile,0.0993,0.9967,98.9240,0.0912,0.9153
CAMP_1015,Canada,Mobile,0.0973,1.0794,104.9730,0.0950,1.0215
CAMP_1013,UK,Desktop,0.0893,1.0994,98.1920,0.1025,0.9204
CAMP_1075,USA,Desktop,0.0971,1.0735,104.2600,0.0952,0.8414
CAMP_1086,UK,Tablet,0.0933,1.1200,104.4840,0.1049,0.9602
CAMP_1014,USA,Tablet,0.1039,0.9921,103.0360,0.1043,0.9922
CAMP_1091,Germany,Tablet,0.0993,1.0117,100.4770,0.0944,1.0444
CAMP_1097,Germany,Mobile,0.0967,0.9902,95.7980,0.1011,1.0328
CAMP_1065,Australia,Tablet,0.0941,1.1710,110.2230,0.1107,0.9258
CAMP_1031,UK,Mobile,0.0931,1.0580,98.4820,0.1076,0.9898
CAMP_1062,Canada,Tablet,0.1035,0.9257,95.8330,0.0979,1.0215
CAMP_1085,UK,Tablet,0.1087,0.9587,104.2060,0.0964,0.9583
CAMP_1050,UK,Mobile,0.0906,1.1160,101.0580,0.1115,0.8646
CAMP_1057,India,Mobile,0.0998,0.9884,98.6210,0.1007,1.0286
CAMP_1021,Canada,Tablet,0.1039,1.0246,106.4970,0.0984,1.1973
CAMP_1057,Germany,Tablet,0.0959,1.0022,96.0990,0.0948,1.0533
CAMP_1057,Canada,Mobile,0.0957,1.0816,103.5370,0.1042,0.9253
CAMP_1085,USA,Tablet,0.0889,1.1441,101.7470,0.1021,0.9261
CAMP_1048,Germany,Tablet,0.0997,0.9877,98.5010,0.0926,0.9683
CAMP_1051,Australia,Desktop,0.0914,1.0585,96.7740,0.1033,1.0030
CAMP_1041,USA,Tablet,0.1067,0.9946,106.1520,0.0989,0.9127
CAMP_1069,UK,Mobile,0.0913,1.0032,91.5680,0.1035,0.9727
CAMP_1014,USA,Desktop,0.0988,0.9909,97.8880,0.0930,1.0856
CAMP_1059,USA,Mobile,0.1003,1.0417,104.5330,0.0980,0.9705
CAMP_1096,India,Mobile,0.0881,1.1647,102.6570,0.1158,1.0207
CAMP_1007,Australia,Tablet,0.0908,1.1144,101.1530,0.1082,0.9832
CAMP_1052,USA,Tablet,0.0930,1.0366,96.3960,0.1026,0.9558
CAMP_1059,UK,Mobile,0.0925,1.0191,94.2480,0.1029,0.9658
CAMP_1004,Canada,Desktop,0.0955,1.0874,103.8150,0.0989,0.9472
CAMP_1067,India,Desktop,0.1022,1.0604,108.3820,0.1011,0.9067
CAMP_1005,Canada,Desktop,0.0961,0.9928,95.4520,0.0978,1.1022
CAMP_1095,Australia,Tablet,0.0887,1.1367,100.8770,0.1015,0.9496
CAMP_1093,Germany,Mobile,0.1064,0.9608,102.1800,0.0985,1.0790
CAMP_1046,India,Tablet,0.0947,1.0630,100.6210,0.0998,0.8912
CAMP_1098,USA,Tablet,0.1020,0.9765,99.5730,0.0952,1.1278
CAMP_1054,India,Mobile,0.1031,1.0966,113.1120,0.0985,0.9102
CAMP_1039,Canada,Tablet,0.0959,1.0607,101.6720,0.1007,1.0568
CAMP_1015,Germany,Tablet,0.0939,1.0732,100.7910,0.0999,0.8972
CAMP_1012,UK,Desktop,0.1022,0.9417,96.2600,0.0926,1.1277
CAMP_1029,Canada,Tablet,0.0975,1.0138,98.8030,0.0998,0.9573
CAMP_1062,UK,Mobile,0.0924,1.0596,97.9440,0.1054,1.0845
CAMP_1057,Australia,Tablet,0.0858,1.1660,100.0600,0.1120,0.9780
CAMP_1054,USA,Tablet,0.0961,1.0550,101.3780,0.1021,0.9828
CAMP_1089,Australia,Mobile,0.0998,1.0230,102.0500,0.0940,0.9932
CAMP_1089,Canada,Desktop,0.0999,1.0009,99.9390,0.1079,1.0383
CAMP_1061,Germany,Desktop,0.0987,0.9725,95.9690,0.1026,1.0525
CAMP_1022,USA,Mobile,0.0984,0.9666,95.1160,0.0920,0.9874
CAMP_1011,Canada,Mobile,0.0946,1.0495,99.2650,0.0998,1.0922
CAMP_1000,Germany,Tablet,0.0965,1.0475,101.0380,0.0944,0.8517
CAMP_1057,India,Desktop,0.0869,1.1471,99.7160,0.1096,0.9254
CAMP_1000,USA,Tablet,0.0948,0.9939,94.2710,0.0939,1.0040
CAMP_1033,Australia,Tablet,0.1006,0.9881,99.3840,0.1004,1.0024
CAMP_1088,Canada,Tablet,0.0959,0.9772,93.7090,0.1062,1.0535
CAMP_1000,Canada,Tablet,0.1055,1.0227,107.8680,0.0943,0.9753
CAMP_1015,Germany,Desktop,0.0985,0.9844,96.9830,0.1035,0.9325
CAMP_1060,Germany,Tablet,0.1036,0.9838,101.9660,0.0955,1.0155
CAMP_1063,India,Mobile,0.0942,1.0923,102.8960,0.1017,0.9395
CAMP_1062,Australia,Desktop,0.0978,1.0560,103.3290,0.0957,0.8252
CAMP_1068,UK,Mobile,0.0896,1.0555,94.5470,0.1046,1.0397
CAMP_1021,Germany,Tablet,0.0922,1.0452,96.3280,0.1041,0.9182
CAMP_1066,Canada,Mobile,0.0944,0.9832,92.8310,0.0927,0.9984
CAMP_1075,UK,Mobile,0.0903,1.0254,92.5900,0.1005,1.0786
CAMP_1025,Canada,Desktop,0.0962,1.0087,97.0580,0.1031,1.0321
CAMP_1015,USA,Desktop,0.0925,0.9718,89.8980,0.0911,1.1470
CAMP_1050,Canada,Desktop,0.0850,1.1438,97.1750,0.1105,1.0721
CAMP_1085,UK,Mobile,0.0953,1.0170,96.8740,0.0966,0.9572
CAMP_1028,India,Tablet,0.1028,1.0060,103.4490,0.0955,0.9628
CAMP_1091,USA,Desktop,0.1015,0.9567,97.1150,0.0951,1.0596
CAMP_1068,Australia,Tablet,0.0883,1.0628,93.8230,0.1026,1.0534
CAMP_1093,Germany,Desktop,0.0927,1.0915,101.2050,0.1003,0.8833
CAMP_1061,USA,Mobile,0.0959,1.0467,100.3990,0.1046,0.8465
CAMP_1068,Canada,Mobile,0.0901,1.0254,92.3480,0.1014,1.2220
CAMP_1075,Canada,Mobile,0.0989,1.0400,102.8620,0.0988,0.9126
CAMP_1015,Australia,Desktop,0.0975,1.0419,101.6250,0.0949,0.9842
CAMP_1047,Australia,Desktop,0.0930,1.0551,98.0700,0.0912,0.9583
CAMP_1084,USA,Tablet,0.1073,0.9808,105.2300,0.0943,1.1283
CAMP_1038,Canada,Mobile,0.0985,1.0207,100.5800,0.0999,0.9160
CAMP_1099,Australia,Mobile,0.0916,0.9357,85.7500,0.1017,1.2975
CAMP_1032,Australia,Tablet,0.0950,1.0513,99.8310,0.0986,0.8886
CAMP_1022,Australia,Tablet,0.0914,1.0782,98.5400,0.1074,1.1442
CAMP_1009,India,Desktop,0.0965,0.9729,93.8650,0.1002,1.0315
CAMP_1068,UK,Tablet,0.0905,1.0246,92.7360,0.1053,1.0864
CAMP_1099,Australia,Tablet,0.1020,0.9864,100.5770,0.0942,1.0810
CAMP_1033,UK,Tablet,0.0992,0.9981,99.0100,0.0916,0.9609
CAMP_1051,USA,Tablet,0.0964,1.0306,99.3440,0.0979,1.1581
CAMP_1094,India,Mobile,0.1078,0.9121,98.3240,0.0945,1.0431
CAMP_1095,India,Desktop,0.0983,1.0211,100.4210,0.1069,1.1160
CAMP_1068,India,Tablet,0.0954,1.0894,103.9700,0.1099,0.8557
CAMP_1003,Germany,Tablet,0.0939,1.0162,95.4600,0.0940,1.0438
CAMP_1079,USA,Tablet,0.0969,1.0989,106.4760,0.1049,0.9501
CAMP_1091,India,Mobile,0.0944,1.0429,98.4780,0.0961,1.0395
CAMP_1031,UK,Tablet,0.0975,1.0472,102.1490,0.0988,0.8315
CAMP_1090,Germany,Mobile,0.0998,1.0268,102.4950,0.1011,0.9492
CAMP_1083,Australia,Tablet,0.1057,1.0360,109.5060,0.0970,1.0193
CAMP_1023,UK,Tablet,0.1048,0.9552,100.1140,0.0980,1.1152
CAMP_1011,Australia,Desktop,0.1011,1.0536,106.5000,0.1091,0.9955
CAMP_1049,Canada,Mobile,0.1008,1.0635,107.1840,0.1011,0.8939
CAMP_1034,India,Mobile,0.0908,1.0470,95.0440,0.1027,1.0546
CAMP_1050,Canada,Mobile,0.0970,1.0407,100.9380,0.1016,1.0408
CAMP_1042,Canada,Tablet,0.0959,0.9804,94.0530,0.0982,0.9586
CAMP_1011,Australia,Tablet,0.0911,1.0312,93.9080,0.0970,0.9980
CAMP_1066,Australia,Desktop,0.0924,1.0191,94.1580,0.0911,0.9682
CAMP_1064,Canada,Desktop,0.0942,1.0371,97.7160,0.1045,1.0213
CAMP_1032,UK,Desktop,0.1006,0.9665,97.2120,0.0877,0.9588
CAMP_1073,Australia,Desktop,0.0973,1.0763,104.6960,0.1002,0.7674
CAMP_1043,UK,Desktop,0.0900,1.1549,103.9500,0.1051,0.7550
CAMP_1028,Canada,Desktop,0.1065,1.0191,108.5700,0.1018,0.9541
CAMP_1012,USA,Desktop,0.0916,1.0894,99.7900,0.1011,1.0266
CAMP_1094,Germany,Mobile,0.0996,1.0131,100.9290,0.1031,0.9964
CAMP_1045,USA,Desktop,0.0955,0.9913,94.6710,0.1022,0.8993
CAMP_1034,USA,Mobile,0.0908,1.0897,98.9410,0.1066,0.9043
CAMP_1086,Canada,Tablet,0.0966,1.0214,98.7140,0.1014,0.9792
CAMP_1080,USA,Mobile,0.0990,1.0092,99.9590,0.0947,1.0353
CAMP_1092,Canada,Desktop,0.0982,1.0369,101.8350,0.0955,0.9513
CAMP_1025,USA,Tablet,0.0912,1.0195,92.9640,0.1040,1.0274
CAMP_1073,UK,Mobile,0.0946,1.0888,103.0510,0.1014,0.9049
CAMP_1089,Canada,Tablet,0.0911,1.0285,93.6700,0.1017,0.9367
CAMP_1033,USA,Desktop,0.0919,0.9964,91.5680,0.1007,1.0656
CAMP_1006,Australia,Tablet,0.0953,1.0561,100.6750,0.1033,0.9613
CAMP_1067,UK,Desktop,0.0916,1.0284,94.1770,0.0970,1.0026
CAMP_1057,India,Tablet,0.1004,0.9506,95.3980,0.0955,0.9854
CAMP_1074,Australia,Tablet,0.1003,1.0172,102.0400,0.0990,0.9406
CAMP_1028,Australia,Desktop,0.0973,1.0146,98.7480,0.0919,1.1156
CAMP_1035,Canada,Tablet,0.0949,1.0856,103.0080,0.0952,0.9261
CAMP_1088,Canada,Mobile,0.0952,1.0520,100.1790,0.1012,1.0204
CAMP_1009,Canada,Desktop,0.0997,1.1037,110.0710,0.0994,0.8417
CAMP_1072,Australia,Mobile,0.0979,1.0852,106.2430,0.0909,0.9231
CAMP_1023,India,Desktop,0.0933,1.0885,101.5240,0.1033,0.9425
CAMP_1098,USA,Mobile,0.0996,0.9926,98.9010,0.0979,0.9480
CAMP_1048,UK,Tablet,0.0880,1.1264,99.1030,0.1190,1.1248
CAMP_1098,Germany,Mobile,0.0948,1.0625,100.7540,0.0944,0.9394
CAMP_1035,USA,Desktop,0.0978,0.9860,96.4070,0.0928,1.0903
CAMP_1081,UK,Desktop,0.0975,1.0626,103.5890,0.0981,0.9108
CAMP_1095,Germany,Mobile,0.0988,0.9358,92.4160,0.1005,1.2320
CAMP_1023,India,Mobile,0.0963,1.0159,97.8430,0.1036,1.0624
CAMP_1022,Australia,Desktop,0.1000,0.9661,96.6420,0.1018,0.9675
CAMP_1095,Canada,Desktop,0.0963,1.0968,105.6120,0.1036,0.9611
CAMP_1036,Canada,Mobile,0.0911,1.0131,92.3130,0.0907,0.9737
CAMP_1011,India,Tablet,0.0876,1.1489,100.5990,0.1095,0.9411
CAMP_1054,Canada,Desktop,0.0970,1.0724,104.0360,0.1048,0.9265
CAMP_1012,Germany,Mobile,0.1067,0.9780,104.3080,0.0879,1.0029
CAMP_1022,Germany,Desktop,0.0930,1.0344,96.1680,0.0956,0.9394
CAMP_1029,UK,Mobile,0.0974,1.0005,97.4190,0.0995,0.9241
CAMP_1016,USA,Tablet,0.0940,1.0381,97.5500,0.1020,0.9553
CAMP_1083,Germany,Mobile,0.0917,1.0271,94.1350,0.1040,1.1495
CAMP_1085,UK,Desktop,0.0902,1.0802,97.3970,0.0945,0.9956
CAMP_1012,USA,Tablet,0.0963,1.0410,100.2190,0.1082,0.9109
CAMP_1099,Australia,Desktop,0.1050,0.9674,101.5310,0.0965,1.0278
CAMP_1060,Germany,Desktop,0.1021,1.0076,102.8780,0.0914,0.9247
CAMP_1018,Australia,Desktop,0.0948,1.0108,95.8750,0.1068,1.0341
CAMP_1008,UK,Desktop,0.0948,1.0432,98.9000,0.0970,1.0354
CAMP_1070,India,Mobile,0.0942,1.0119,95.3430,0.1024,1.0146
CAMP_1027,Australia,Mobile,0.0950,1.1559,109.8560,0.1120,0.8411
CAMP_1077,Australia,Desktop,0.0963,0.9866,95.0190,0.0981,0.9793
CAMP_1094,Australia,Tablet,0.1085,0.8682,94.1830,0.0924,1.1360
CAMP_1051,UK,Mobile,0.0923,1.0537,97.2490,0.0954,1.0841
CAMP_1011,India,Mobile,0.1011,0.9256,93.5700,0.0943,1.1218
CAMP_1024,Germany,Mobile,0.0908,1.0536,95.6420,0.1060,0.9650
CAMP_1084,Germany,Tablet,0.0982,0.9765,95.8500,0.0927,1.1126
CAMP_1099,India,Mobile,0.0942,1.0127,95.4360,0.1021,1.0248
CAMP_1052,Germany,Desktop,0.0963,1.0115,97.3930,0.1050,1.0106
CAMP_1022,USA,Tablet,0.0992,1.0187,101.0560,0.0949,1.0321
CAMP_1015,UK,Mobile,0.0962,0.9783,94.0890,0.0952,1.1074
CAMP_1056,UK,Mobile,0.0912,0.9842,89.7610,0.1048,1.0729
CAMP_1038,India,Mobile,0.0898,1.0124,90.8740,0.1001,1.0175
CAMP_1052,USA,Desktop,0.0910,1.1575,105.3120,0.1027,0.8591
CAMP_1041,India,Tablet,0.0929,1.1178,103.7950,0.1052,0.9820
CAMP_1057,Canada,Desktop,0.1035,0.9575,99.0990,0.0923,0.9909
CAMP_1038,Australia,Mobile,0.0914,1.0846,99.1540,0.1051,1.0938
CAMP_1013,Canada,Tablet,0.1025,0.9784,100.3080,0.1006,1.1345
CAMP_1094,India,Desktop,0.0991,1.0415,103.1590,0.0999,0.9907
CAMP_1004,Australia,Desktop,0.0931,1.0436,97.2100,0.0984,0.9541
CAMP_1034,USA,Desktop,0.1001,1.0707,107.2240,0.0994,1.0168
CAMP_1086,India,Tablet,0.0883,1.1665,102.9770,0.1121,0.9135
CAMP_1092,Germany,Mobile,0.0965,1.0068,97.1340,0.0959,1.0340
CAMP_1075,USA,Tablet,0.0986,1.0426,102.8060,0.0947,0.8840
CAMP_1008,India,Tablet,0.0937,1.0617,99.5100,0.1079,0.9674
CAMP_1039,UK,Desktop,0.0999,1.0166,101.5690,0.0994,0.9346
CAMP_1008,Germany,Tablet,0.1007,0.9602,96.6500,0.0998,1.0572
CAMP_1049,India,Tablet,0.0968,0.9760,94.4770,0.0974,1.0262
CAMP_1026,UK,Tablet,0.0928,1.1218,104.0720,0.1013,1.0107
CAMP_1065,USA,Tablet,0.0968,1.0399,100.6160,0.1006,0.9009
CAMP_1028,UK,Tablet,0.0935,1.0408,97.2690,0.0976,0.9291
CAMP_1036,UK,Desktop,0.0974,1.1084,107.9070,0.1012,0.8074
CAMP_1037,Germany,Tablet,0.0957,1.0306,98.6560,0.0953,0.9083
CAMP_1082,UK,Mobile,0.0974,1.0351,100.8290,0.1000,1.0226
CAMP_1007,UK,Tablet,0.0954,0.9548,91.0420,0.1016,1.2851
CAMP_1064,UK,Desktop,0.0942,1.0053,94.7490,0.1039,1.0106
CAMP_1016,Germany,Mobile,0.1062,1.0102,107.2910,0.1097,1.0700
CAMP_1088,Australia,Tablet,0.0955,0.9808,93.6450,0.0969,1.1194
CAMP_1044,USA,Desktop,0.0969,0.9758,94.5320,0.0967,1.0892
CAMP_1035,India,Tablet,0.0955,1.0401,99.2900,0.1028,1.0335
CAMP_1069,UK,Tablet,0.0986,1.0167,100.2370,0.0979,0.8895
CAMP_1030,Germany,Desktop,0.0882,1.1280,99.4710,0.1081,1.0001
CAMP_1060,Canada,Desktop,0.0910,1.1189,101.7830,0.1031,0.9993
CAMP_1090,UK,Desktop,0.0955,0.9897,94.5000,0.0987,0.9583
CAMP_1073,Australia,Tablet,0.0942,0.9845,92.7610,0.1001,1.1839
CAMP_1089,Australia,Desktop,0.0935,1.0129,94.7000,0.0932,1.0811
CAMP_1066,Germany,Desktop,0.0917,0.9665,88.6550,0.1082,1.2671
CAMP_1091,India,Desktop,0.0955,0.9756,93.1260,0.0987,0.9745
CAMP_1091,Australia,Mobile,0.0963,1.0839,104.3590,0.1021,0.8126
CAMP_1060,Australia,Mobile,0.0962,0.9444,90.8400,0.0939,1.1328
CAMP_1000,Canada,Desktop,0.0984,0.9660,95.0230,0.0995,1.1539
CAMP_1002,Germany,Desktop,0.0963,1.0708,103.1240,0.1059,0.9088
CAMP_1076,UK,Desktop,0.0999,0.9433,94.2050,0.0990,1.0021
CAMP_1091,Germany,Mobile,0.0899,1.0204,91.6880,0.1049,1.0314
CAMP_1062,USA,Desktop,0.0890,1.0607,94.4370,0.1031,1.0996
CAMP_1024,Australia,Tablet,0.0955,0.9844,93.9860,0.0951,0.9524
CAMP_1055,Australia,Desktop,0.0964,1.0477,100.9600,0.1038,0.9158
CAMP_1037,Canada,Tablet,0.0958,1.0289,98.6170,0.1038,0.8796
CAMP_1043,Germany,Tablet,0.0914,1.0944,100.0720,0.1082,0.9920
CAMP_1044,Australia,Tablet,0.1027,0.9519,97.7700,0.0982,1.2071
CAMP_1044,Germany,Tablet,0.0950,1.0762,102.1870,0.1019,0.9840
CAMP_1060,UK,Mobile,0.0889,1.1712,104.1540,0.1021,0.7726
CAMP_1046,UK,Tablet,0.0986,0.9550,94.1870,0.0962,1.0567
CAMP_1020,India,Mobile,0.0939,1.0107,94.9240,0.1064,1.0820
CAMP_1079,Australia,Tablet,0.0968,1.0032,97.1060,0.1051,1.0762
CAMP_1084,Australia,Mobile,0.1017,0.9410,95.7010,0.0893,1.0216
CAMP_1074,India,Mobile,0.0911,1.0443,95.1700,0.1041,0.9449
CAMP_1098,USA,Desktop,0.0945,1.0135,95.8280,0.0982,0.9359
CAMP_1018,Canada,Mobile,0.1005,1.0134,101.8280,0.1033,1.0169
CAMP_1056,Germany,Mobile,0.0988,1.0961,108.2730,0.1041,0.9159
CAMP_1017,USA,Tablet,0.0978,1.0089,98.6860,0.1009,0.9969
CAMP_1046,Germany,Tablet,0.0857,1.0643,91.2400,0.1084,1.0051
CAMP_1048,UK,Desktop,0.0932,1.0478,97.6620,0.1091,1.0071
CAMP_1013,USA,Tablet,0.0957,1.0381,99.3470,0.1098,1.0875
CAMP_1014,Germany,Desktop,0.0973,1.0043,97.7540,0.1025,1.0922
CAMP_1030,India,Tablet,0.0914,1.0595,96.8240,0.0986,1.1609
CAMP_1000,USA,Mobile,0.0985,1.0656,104.9560,0.0995,0.9417
CAMP_1015,Canada,Desktop,0.0936,1.0533,98.5440,0.0964,1.0190
CAMP_1086,Canada,Desktop,0.0964,1.0179,98.1200,0.0934,0.9435
CAMP_1056,India,Mobile,0.0918,1.0470,96.0840,0.1039,0.9033
CAMP_1011,Germany,Desktop,0.0943,1.0377,97.9020,0.0913,1.0711
CAMP_1073,UK,Tablet,0.0908,1.0659,96.8180,0.1029,1.0337
CAMP_1095,UK,Tablet,0.0923,1.0347,95.4640,0.1045,1.0698
CAMP_1075,Germany,Tablet,0.0923,1.1003,101.5570,0.1008,0.9664
CAMP_1027,India,Mobile,0.0897,1.0194,91.4040,0.1048,1.0736
CAMP_1007,Canada,Desktop,0.0938,1.0514,98.6200,0.1028,1.0230
CAMP_1007,Germany,Mobile,0.0918,1.0009,91.8980,0.1016,1.0715
CAMP_1059,Australia,Desktop,0.0968,0.9869,95.4990,0.1039,1.0769
CAMP_1049,Germany,Mobile,0.0932,1.0328,96.2560,0.0962,0.8454
CAMP_1027,USA,Mobile,0.0956,0.9734,93.1040,0.0931,1.0662
CAMP_1040,India,Desktop,0.1009,0.9787,98.7220,0.1011,1.0529
CAMP_1026,Australia,Tablet,0.0950,1.0440,99.1350,0.0938,0.9392
CAMP_1062,UK,Tablet,0.0977,0.9939,97.1470,0.0910,1.0982
CAMP_1016,India,Tablet,0.0890,1.0517,93.6300,0.1040,0.9712
CAMP_1072,Canada,Mobile,0.0907,0.9895,89.7730,0.1070,1.1262
CAMP_1083,UK,Tablet,0.1054,0.8924,94.0600,0.0912,1.0542
CAMP_1076,India,Mobile,0.0957,1.0024,95.9230,0.0912,1.0578
CAMP_1028,Canada,Mobile,0.0958,1.1013,105.5380,0.1101,0.8678
CAMP_1012,India,Mobile,0.0984,0.9809,96.5460,0.0966,1.0213
CAMP_1045,India,Mobile,0.0976,1.0480,102.3030,0.1005,0.8916
CAMP_1034,UK,Mobile,0.1000,1.0020,100.1790,0.1040,1.0445
CAMP_1005,USA,Tablet,0.1033,0.9704,100.2140,0.0954,1.0762
CAMP_1081,Australia,Tablet,0.0964,0.9270,89.3510,0.0955,1.2182
CAMP_1024,UK,Desktop,0.0911,1.0451,95.2040,0.1051,0.8365
CAMP_1065,Germany,Desktop,0.0955,1.0692,102.0690,0.1047,1.0058
CAMP_1009,UK,Tablet,0.0958,1.0443,100.0690,0.1001,1.1038
CAMP_1004,Canada,Tablet,0.0954,1.0316,98.4130,0.0957,1.0183
CAMP_1064,USA,Tablet,0.0977,1.0877,106.2500,0.1009,1.0423
CAMP_1017,Germany,Desktop,0.0934,1.1403,106.4660,0.1041,0.8174
CAMP_1048,USA,Mobile,0.0975,0.9382,91.4770,0.0941,1.0904
CAMP_1010,UK,Tablet,0.0974,1.0226,99.5670,0.0996,0.9300
CAMP_1084,Australia,Desktop,0.0885,1.0583,93.6580,0.1070,1.0005
CAMP_1025,UK,Mobile,0.0911,1.0366,94.4060,0.1080,1.0877
CAMP_1062,Australia,Tablet,0.0994,0.9644,95.9020,0.0897,1.1186
CAMP_1088,India,Desktop,0.0946,1.0066,95.1890,0.0931,1.0365
CAMP_1085,USA,Desktop,0.1030,1.0278,105.8830,0.0946,1.0027
CAMP_1058,India,Tablet,0.0970,0.9940,96.3930,0.0972,0.9497
CAMP_1076,UK,Tablet,0.1053,0.9923,104.4950,0.0923,0.7900
CAMP_1032,India,Desktop,0.0909,1.1054,100.4690,0.1122,1.0191
CAMP_1097,UK,Desktop,0.0925,1.1010,101.8500,0.1007,0.9055
CAMP_1098,India,Tablet,0.0958,1.0555,101.1330,0.0992,0.8334
CAMP_1020,UK,Mobile,0.0919,1.0772,99.0350,0.1025,1.0031
CAMP_1054,Canada,Mobile,0.0970,1.0306,99.9640,0.0987,1.0230
CAMP_1005,USA,Desktop,0.1019,0.9572,97.5800,0.0962,1.1046
CAMP_1080,Germany,Desktop,0.0919,1.0840,99.6190,0.1079,0.8734
CAMP_1068,Germany,Desktop,0.1007,0.9597,96.5940,0.0959,1.1141
CAMP_1004,India,Mobile,0.0954,1.0493,100.0690,0.0973,0.8892
CAMP_1002,UK,Mobile,0.0919,1.0949,100.6510,0.1057,0.9725
CAMP_1052,Germany,Mobile,0.0935,1.1195,104.6570,0.0993,0.8886
CAMP_1022,Germany,Tablet,0.0921,1.0178,93.7500,0.0913,1.0374
CAMP_1036,Germany,Mobile,0.0961,0.9708,93.3160,0.1063,1.1559
CAMP_1073,Germany,Mobile,0.0957,0.9747,93.2550,0.0975,1.1034
CAMP_1073,India,Tablet,0.0941,1.0336,97.3120,0.1071,1.0924
CAMP_1082,UK,Desktop,0.1002,0.9953,99.7410,0.0941,0.9290
CAMP_1016,Germany,Tablet,0.0914,1.0073,92.0580,0.0978,1.0135
CAMP_1077,UK,Desktop,0.0926,1.0472,96.9310,0.0998,0.9002
CAMP_1072,USA,Mobile,0.1014,1.0019,101.5660,0.1037,0.9556
CAMP_1000,UK,Mobile,0.0958,0.8958,85.8440,0.0905,1.2692
CAMP_1076,Germany,Mobile,0.0900,1.1215,100.9550,0.1067,1.0562
CAMP_1003,Germany,Mobile,0.1004,0.9908,99.4830,0.0959,0.9305
CAMP_1061,Australia,Desktop,0.0904,1.1043,99.8470,0.1043,1.0899
CAMP_1064,Australia,Tablet,0.1084,0.9721,105.3910,0.0953,1.0416
CAMP_1033,India,Mobile,0.1067,0.9946,106.1310,0.1059,1.0675
CAMP_1091,Germany,Desktop,0.0934,1.0500,98.0450,0.1044,1.0240
CAMP_1071,India,Tablet,0.0920,1.0491,96.5330,0.0935,0.9990
